Entity,Type
PRINCESS LA MOOR,ORG
O'Neill,PERSON
Roham,PERSON
Touchstone,ORG
Roham,PERSON
Touchstone,FAC
Roham,PERSON
Touchstone,ORG
Princess La Moor,FAC
Princess La Moor,PERSON
Medronans,NORP
ROHAM,PERSON
O'Neill,PERSON
DANIEL,PERSON
two,CARDINAL
LA MOOR,GPE
the Holy Touchstone,ORG
O'Neill,PERSON
Princess La Moor,PERSON
Stargate,PRODUCT
O'Neill,PERSON
"EXT—CHEYENNE MOUNTAIN 
 INT—SGC",ORG
General Hammond,ORG
SG-1,FAC
CARTER,PERSON
a few weeks,DATE
Madrona,GPE
DANIEL,PERSON
Gate,FAC
HAMMOND,PERSON
HAMMOND,PERSON
SG,ORG
four,CARDINAL
NID,ORG
Stargate,PRODUCT
"CARTER 
Sir",PERSON
second,ORDINAL
Stargate,PRODUCT
HAMMOND,PERSON
SGC,ORG
HAMMOND,PERSON
Hammond,PERSON
SG-1,ORG
51,CARDINAL
Two,CARDINAL
Reynolds,PERSON
Maybourne,PERSON
SG-1,ORG
Hammond,PERSON
O'Neill,PERSON
Maybourne,ORG
Maybourne,PERSON
Maybourne,PERSON
Kira Rothery,PERSON
Marcia for Solutions,ORG
16 Mar 03,DATE
Earth,LOC
A few minutes later,TIME
P3W-451,FAC
P3W-451,FAC
two,CARDINAL
Stargate,PRODUCT
SGC/Earth,ORG
four,CARDINAL
One,CARDINAL
first,ORDINAL
first,ORDINAL
four,CARDINAL
Boyd,PERSON
The Dial Home Device,PRODUCT
first,ORDINAL
four,CARDINAL
Cheyenne Mountain,LOC
two,CARDINAL
INT—SGC CONTROL ROOM,ORG
O'Neill,GPE
Carter,PERSON
two,CARDINAL
Carter,PERSON
O'Neill,PERSON
one,CARDINAL
two,CARDINAL
Stargate,PRODUCT
Lieutenant Simmons Simmons,PERSON
"SIMMONS 
 (To Carter",ORG
O'Neill,GPE
Carter,PERSON
O'Neill,PERSON
P.A. System,ORG
Simmons,PERSON
O'Neill,PERSON
Carter,PERSON
"SIMMONS 
SG",ORG
4,CARDINAL
6 and 10,CARDINAL
Simmons,PERSON
O'Neill,PERSON
Daniel,PERSON
6,CARDINAL
"CARTER 
Yeah",PERSON
P3X-808,PRODUCT
Simmons,PERSON
Carter,PERSON
"CARTER 
Intermittent RF",PRODUCT
Simmons,ORG
Hammond,PERSON
200 percent,PERCENT
"CARTER 
Go",ORG
6,CARDINAL
Simmons,PERSON
Simmons,PERSON
Carter,PERSON
"SIMMONS 
Computer",ORG
SG-10's,PRODUCT
Henry Boyd's,PERSON
Simmons,PERSON
Carter,PERSON
Hammond,PERSON
CARTER,PERSON
Henry Boyd's,PERSON
Simmons,PERSON
Hammond,PERSON
O'Neill,ORG
Hank,PERSON
O'Neill,GPE
SG-1,ORG
"O'NEILL 
Hank",PERSON
HAMMOND,PERSON
Hammond,PERSON
Simmons,PERSON
Simmons,PERSON
SG-1,PRODUCT
3,CARDINAL
O'Neill,PERSON
Carter,PERSON
two,CARDINAL
Hammond,PERSON
Stargate,PRODUCT
MALP,PRODUCT
SGC,ORG
"Hammond, Carter",ORG
O'Neill,GPE
Teal'c,GPE
Gate,FAC
"HAMMOND 
SG-10",PRODUCT
P3W-451,PRODUCT
Hammond,PERSON
Gate,FAC
One,CARDINAL
Boyd,PERSON
451,FAC
SG-3,PRODUCT
Hammond,PERSON
the Control Center,ORG
the Command Console,ORG
Chevron 3,ORG
HAMMOND,PERSON
O'NEILL,ORG
Boyd,PERSON
HAMMOND,PERSON
"SIMMONS 
Chevron 4",ORG
5,CARDINAL
TEAL,ORG
Boyd,PERSON
O'Neill,PERSON
"SIMMONS 
Chevron 6",ORG
Gate,FAC
Carter,PERSON
MALP,ORG
the Control Room,ORG
"SIMMONS 
Chevron 7",ORG
Stargate,PRODUCT
Gate,FAC
MALP,ORG
SG,ORG
three,CARDINAL
SG-1,ORG
20 millimicron,QUANTITY
"CARTER 
Sir",PERSON
Boyd,PERSON
Hank,PERSON
11,CARDINAL
the last 6 minutes,TIME
Simmons,PERSON
Simmons,PERSON
Boyd,PERSON
MALP,ORG
Carter,PERSON
MALP,ORG
SG-10,ORG
Carter,PERSON
P3W-451,ORG
CARTER,PERSON
SG-10,PRODUCT
only a few seconds,TIME
Pausing,GPE
Stargate,PRODUCT
more than a second,TIME
HAMMOND,PERSON
HAMMOND,PERSON
Boyd,PERSON
Boyd,PERSON
Hammond,PERSON
Simmons,PERSON
"HAMMOND 
Disengage the Stargate",PRODUCT
Stargate,PRODUCT
Simmons,PERSON
Simmons,PERSON
Hammond,PERSON
O'Neill,PERSON
Stargate,PRODUCT
EXT—CHEYENNE MOUNTAIN ENTRANCE,ORG
DAY,DATE
United States,ORG
Air Force Special Forces,ORG
Humvee,PRODUCT
Humvee,PRODUCT
three,CARDINAL
one,CARDINAL
four hours ago,TIME
Sergeant,PERSON
Walkman,PRODUCT
28,CARDINAL
One,CARDINAL
One,CARDINAL
Cromwell,PERSON
INT—SGC—HAMMOND'S OFFICE,ORG
Hammond,PERSON
HAMMOND,PERSON
George Hammond,PERSON
Carter,PERSON
Siler,PERSON
Gate,FAC
Stargate,PRODUCT
"CARTER 
Sergeant",ORG
Siler,ORG
TEAL'C,ORG
Teal,PERSON
Carter,PERSON
Hammond,PERSON
first,ORDINAL
Carter,PERSON
HAMMOND,PERSON
P3W-451,FAC
Earth,LOC
Stargate,PRODUCT
Hammond,PERSON
Carter,PERSON
Stargate,PRODUCT
HAMMOND,PERSON
HAMMOND,PERSON
Simmons,PERSON
Hammond,PERSON
24,CARDINAL
NORAD,ORG
"Colonel— 
 O'NEILL",PERSON
O'Neill,PERSON
Stargate,PRODUCT
Carter,PERSON
"O'NEILL 
Carter",PERSON
two,CARDINAL
Stargate,PRODUCT
Siler,GPE
O'Neill,GPE
O'Neill,ORG
Carter,PERSON
first,ORDINAL
INT—SGC CONTROL CENTER,ORG
Simmons,ORG
Carter,PERSON
the Control Room,FAC
6,CARDINAL
90,CARDINAL
94,CARDINAL
6,CARDINAL
O'Neill,GPE
Siler,GPE
Roger,PERSON
Carter,PERSON
INT—SGC MAIN POWER VAULT,PRODUCT
"CARTER 
 (To Simmons",PERSON
Siler,GPE
O'Neill,GPE
3,CARDINAL
2,CARDINAL
1,CARDINAL
O'Neill,PERSON
Siler,PERSON
the Gate as Teal'c,FAC
Gate,FAC
SGC,ORG
Sparks,GPE
O'Neill,GPE
Carter,PERSON
"CARTER 
Colonel",PERSON
Gate,FAC
O'Neill,GPE
Siler,GPE
SGC CONTROL ROOM,PRODUCT
Carter,PERSON
"O'NEILL 
Siler's",PERSON
Simmons,PERSON
P.A.,GPE
Mountain,LOC
Teal'c,ORG
Carter,PERSON
"CARTER 
Help",ORG
Two,CARDINAL
Teal,ORG
Stargate,PRODUCT
Carter,PERSON
Stargate,PRODUCT
Teal,PRODUCT
Carter,PERSON
"CARTER 
Lieutenant",PERSON
P.A.,ORG
Carter,PERSON
Simmons,PERSON
Hammond,PERSON
NORAD,ORG
SGC,ORG
HAMMOND,PERSON
"DAVIS 
Major Davis",PERSON
the Office of the Joint Chiefs,ORG
Special Forces,ORG
Hammond,PERSON
Davis,PERSON
Fraiser,GPE
Fraiser,PERSON
Frank Cromwell,PERSON
Air Force Special Operations,ORG
Five hours ago,TIME
CROMWELL,PERSON
SGC,ORG
Fraiser—hell,PERSON
one,CARDINAL
six,CARDINAL
Humvee,PRODUCT
Hammond,PERSON
Davis,PERSON
HAMMOND,PERSON
SGC,ORG
two,CARDINAL
Approximately ten minutes ago,TIME
Stargate,PRODUCT
Hammond,PERSON
a few more hours,TIME
Hammond,PERSON
HAMMOND,PERSON
Hammond,PERSON
Washington D.C.,GPE
EXT—CHEYENNE MOUNTAIN ENTRANCE,ORG
Siler,PERSON
O'Neill,PERSON
Carter,PERSON
Teal'c's,ORG
one,CARDINAL
"O'NEILL 
Siler",ORG
Teal,PERSON
O'Neill,PERSON
a few days,DATE
O'Neill,ORG
Carter,PERSON
"O'NEILL 
Carter",PERSON
P3W-451,PRODUCT
O'Neill,PERSON
O'Neill,ORG
Fraiser,ORG
Air Force Special Operations,ORG
Fraiser,PERSON
O'Neill,PERSON
Cromwell,PERSON
O'Neill,PERSON
Fraiser,PERSON
Cromwell,PERSON
"O'NEILL 
Cromwell?",PERSON
Fraiser,PERSON
Fraiser,PERSON
Cromwell,PERSON
Five hours,TIME
the five hours,TIME
Pentagon,ORG
Cromwell,PERSON
the Embarkation Room,FAC
Cromwell,PERSON
first,ORDINAL
Stargate,PRODUCT
Stargate,PRODUCT
O'Neill,ORG
Boyd,PERSON
Carter,PERSON
the Control Room,WORK_OF_ART
CARTER,PERSON
Carter,PERSON
Cromwell,PERSON
Pentagon,ORG
CARTER,PERSON
A little over five hours ago,TIME
CARTER,PERSON
1330 hours,TIME
almost 1900,DATE
Carter,PERSON
Carter,PERSON
Simmons,PERSON
CARTER,PERSON
7 Gs,QUANTITY
CARTER,PERSON
O'Neill,GPE
Stargate,PRODUCT
O'Neill,PERSON
Cromwell,PERSON
O'Neill,PERSON
O'Neill,PERSON
Stargate,PRODUCT
Pentagon,ORG
Gate,FAC
Hammond,PERSON
HAMMOND,PERSON
Cromwell,PERSON
Hammond,PERSON
Washington,GPE
nearly eighteen hours,TIME
Stargate,PRODUCT
Gate,FAC
Gate,FAC
SGC,ORG
two,CARDINAL
O'Neill,PERSON
Cromwell,GPE
Jack,PERSON
two,CARDINAL
Gate,FAC
Hammond,PERSON
SGC,ORG
Hammond,PERSON
Siler,GPE
3,CARDINAL
2,CARDINAL
1,CARDINAL
Teal,PERSON
Siler,PERSON
SGC CONTROL ROOM,ORG
Hammond,PERSON
Carter,PERSON
O'Neill,PERSON
Cromwell,PERSON
EVAC,ORG
HAMMOND,PERSON
five minutes,TIME
"O'NEILL 
Time",PERSON
Carter,PERSON
Hammond,PERSON
Cromwell,PERSON
O'Neill,PERSON
EXT—CHEYENNE MOUNTAIN,ORG
DAY,DATE
Carter,PERSON
22 hours,TIME
Cohen,PERSON
HAMMOND,PERSON
Carter,PERSON
HAMMOND,PERSON
20 minutes,TIME
SGC,ORG
about 600 percent,PERCENT
O'Neill,PERSON
5 minutes,TIME
6 hours,TIME
Hammond,PERSON
Carter,PERSON
a few seconds,TIME
INT—SGC,ORG
Cromwell,ORG
MALP,ORG
Henry Boyd,PERSON
O'Neill,PERSON
"O'NEILL 
Henry Boyd.",PERSON
Carter,PERSON
first,ORDINAL
CROMWELL,PERSON
Boyd,PERSON
Carter,PERSON
CARTER,PERSON
"CARTER 
Uh—no",PERSON
Teal,PERSON
Teal,PERSON
CARTER,PERSON
CARTER,PERSON
Gate,FAC
SGC,ORG
"CARTER 
Right",PERSON
TEAL'C,PERSON
Teal,PERSON
Teal,PERSON
INT—SGC,ORG
O'Neill,GPE
Cromwell,GPE
Cromwell,PERSON
O'Neill,PERSON
Roger,PERSON
O'Neill,PERSON
Two minutes,TIME
Cromwell,PERSON
O'Neill,PERSON
Gate,FAC
Carter,PERSON
Hammond,PERSON
HAMMOND,PERSON
CARTER,PERSON
SGC,ORG
Six months,DATE
Colorado,GPE
Six months,DATE
Daniel,PERSON
HAMMOND,PERSON
SGC,ORG
second,ORDINAL
Stargate,PRODUCT
Nellis,FAC
CARTER,PERSON
O'Neill,PERSON
the Antarctic Gate,FAC
one,CARDINAL
Stargate,PRODUCT
Stargate,PRODUCT
O'Neill,PERSON
O'Neill,ORG
Boyd,PERSON
One minute,TIME
Cromwell,PERSON
CROMWELL,PERSON
O'Neill,GPE
Jack,PERSON
O'NEILL,PERSON
Angrily,PERSON
four months,DATE
Iraqi,NORP
CROMWELL,PERSON
Boyd,PERSON
Jack,PERSON
Stargate,PRODUCT
O'Neill,PERSON
Cromwell,PERSON
Carter,PERSON
Siler,PERSON
EXT—CHEYENNE MOUNTAIN ENTRANCE,ORG
Siler,PERSON
Carter,PERSON
Cromwell,GPE
O'Neill,GPE
O'Neill,GPE
Antarctica,LOC
Travis,PERSON
CROMWELL,PERSON
about 5 more minutes,TIME
INT—SGC CORRIDOR,ORG
Teal,PERSON
Teal,ORG
Carter,PERSON
Siler,PERSON
several days,DATE
CARTER,PERSON
"O'NEILL 
Cromwell",PERSON
Gate,FAC
Cromwell,PERSON
O'Neill,ORG
Stargate,PRODUCT
O'Neill,ORG
Cromwell,GPE
Gate,FAC
Carter,PERSON
Teal,PERSON
Siler,ORG
Jack,PERSON
EXT—CHEYENNE MOUNTAIN TOPSIDE,ORG
NIGHT,TIME
Hammond,PERSON
Lieutenant Simmons,PERSON
HAMMOND,PERSON
HAMMOND,PERSON
tomorrow,DATE
Simmons,PERSON
SGC CONTROL ROOM,ORG
Cromwell,PERSON
O'Neill,GPE
Carter,PERSON
Teal,PERSON
Siler,ORG
Stargate,PRODUCT
a couple hundred pounds,QUANTITY
two,CARDINAL
CROMWELL,PERSON
O'Neill,PERSON
Cromwell,PERSON
Cromwell,PERSON
20 seconds,TIME
20 seconds,TIME
Cromwell,PERSON
O'Neill,ORG
O'Neill,PERSON
Cromwell,PERSON
Carter,PERSON
Teal'c's,ORG
two,CARDINAL
Cromwell,PERSON
Cromwell,PERSON
O'Neill,PERSON
Cromwell,PERSON
Teal,PERSON
Carter,PERSON
Cromwell,PERSON
O'Neill,ORG
Cromwell,PERSON
O'Neill,PERSON
Cromwell,PERSON
O'Neill,PERSON
O'Neill,PERSON
18 seconds,TIME
Teal,PERSON
O'Neill,PERSON
Carter,PERSON
"CARTER 
Teal'c",PERSON
O'Neill,PERSON
Carter,PERSON
Siler,PERSON
O'Neill,ORG
Teal'c,ORG
Carter,PERSON
zero,CARDINAL
O'Neill,PRODUCT
Fraiser,PERSON
Daniel,PERSON
Fraiser,PERSON
O'Neill,PERSON
O'Neill,PERSON
Daniel,PERSON
Carter,PERSON
Hammond,PERSON
Daniel,PERSON
Jack,PERSON
Teal,PERSON
HAMMOND,PERSON
Carter,PERSON
CARTER,PERSON
P2A-270,PRODUCT
Daniel,PERSON
Carter,PERSON
O'Neill,PERSON
yesterday,DATE
two weeks,DATE
Two weeks,DATE
Marcia for Solutions,ORG
Sep 2003,DATE
SG-1,FAC
Hammond,PERSON
Daniel,PERSON
Ernest Littlefield,PERSON
PB2-908,FAC
four,CARDINAL
Ernest,PERSON
four,CARDINAL
four,CARDINAL
HAMMOND,PERSON
Doctor Jackson,PERSON
"DANIEL 
Okay",PERSON
two days ago,DATE
P3R-272,PRODUCT
Daniel,PERSON
one,CARDINAL
Ernest,PERSON
Daniel,PERSON
HAMMOND,PERSON
DANIEL,PERSON
Norse,NORP
Daniel,PERSON
Norse,NORP
one,CARDINAL
four,CARDINAL
Thor,PERSON
Asgard,LOC
Daniel Jackson,PERSON
SG-1,FAC
O'Neill,PERSON
TEAL,ORG
a minute,TIME
Daniel Jackson,PERSON
Earth,LOC
O'Neill,PERSON
Daniel,PERSON
O'Neill,GPE
Daniel,PERSON
DANIEL,GPE
O'Neill,PERSON
O'Neill,ORG
Teal,ORG
O'Neill,PERSON
Teal'c's,ORG
Teal,ORG
O'Neill,PERSON
O'Neill,PERSON
O'Neill,PERSON
O'Neill,PERSON
Daniel,PERSON
Carter,PERSON
Teal,PERSON
"CARTER 
Colonel",PERSON
O'Neill,PERSON
"DANIEL 
Jack",PERSON
Daniel,PERSON
the Gate,FAC
O'Neill,GPE
Daniel,PERSON
O'Neill,GPE
PoV of Fraiser,FAC
about an hour,TIME
O'Neill,GPE
Carter,PERSON
Fraiser,ORG
INT—SGC,ORG
BRIEFING ROOM,ORG
SG-1,ORG
General Hammond,ORG
O'Neill,ORG
O'Neill,PERSON
first,ORDINAL
HAMMOND,PERSON
Teal,PERSON
Jaffa,PERSON
Goa'uld,PERSON
Thor's Hammer,PERSON
"CARTER 
Sir",PERSON
O'Neill,ORG
O'Neill,PERSON
HAMMOND,PERSON
Teal,PERSON
Carter,PERSON
Teal,ORG
O'Neill,PERSON
O'Neill,PERSON
Teal,PERSON
Teal,PERSON
Teal,PERSON
O'Neill,ORG
Teal'c,ORG
O'Neill,PERSON
O'Neill,PERSON
Teal,PERSON
O'Neill,ORG
O'Neill,ORG
O'Neill,PERSON
O'Neill,PERSON
O'Neill,PERSON
O'Neill,PERSON
TEAL'C,PERSON
"O'NEILL 
Cozars",PERSON
O'Neill,PERSON
O'Neill,PERSON
O'Neill,PERSON
Teal'c,ORG
INT—SGC—DANIEL JACKSON'S OFFICE,ORG
Daniel,PERSON
O'Neill,ORG
Teal,ORG
Daniel,PERSON
Daniel,PERSON
Teal,ORG
O'Neill,ORG
DANIEL,PERSON
Teal,PERSON
O'Neill,ORG
O'Neill,PERSON
Daniel,PERSON
Teal'c,ORG
O'Neill,PERSON
O'Neill,GPE
O'Neill,PERSON
Teal'c,WORK_OF_ART
DANIEL,GPE
Medieval Latin,NORP
Daniel,PERSON
Latin,LANGUAGE
O'Neill,PERSON
O'Neill,PERSON
Daniel,PERSON
O'Neill,ORG
Daniel,PERSON
O'Neill,ORG
"DANIEL 
Jack",PERSON
DANIEL,PERSON
Daniel,PERSON
O'Neill,PERSON
"Daniel, Teal'c",WORK_OF_ART
O'Neill,ORG
INT—SGC,ORG
CORRIDOR,ORG
Daniel,PERSON
Carter,PERSON
Daniel,PERSON
Latin,LANGUAGE
CARTER,PERSON
Daniel,PERSON
about thirty seconds,TIME
Carter,PERSON
DANIEL,PERSON
Carter,PERSON
O'Neill,PERSON
Fraiser,PERSON
Daniel,PERSON
Carter,PERSON
5-10%,PERCENT
O'Neill,PERSON
90%,PERCENT
Teal,PERSON
O'Neill,PERSON
INT—SGC,ORG
CORRIDOR,ORG
SG-1,ORG
O'Neill,ORG
"CARTER 
Teal'c",FAC
the Gate Room,FAC
DANIEL,GPE
"CARTER 
Right.",ORG
INT—SGC,ORG
Carter,PERSON
one,CARDINAL
O'Neill,GPE
"CARTER 
Colonel",PERSON
CARTER,PERSON
a moment,TIME
INT—SGC—BRIEFING ROOM,ORG
"Hammond, Fraiser",ORG
Daniel,PERSON
Carter,PERSON
Teal,PERSON
HAMMOND,PERSON
"DANIEL 
Jack",PERSON
Ernest,PERSON
272,FAC
HAMMOND,PERSON
first,ORDINAL
O'Neill,PERSON
DANIEL,PERSON
Asgard,PERSON
Goa'uld,PERSON
four,CARDINAL
Teal,PERSON
HAMMOND,PERSON
Jack,PERSON
Teal,PERSON
TEAL,ORG
Hammond,PERSON
INT—SGC—CONTROL ROOM,ORG
O'Neill,ORG
Teal'c,ORG
Hammond,PERSON
Carter,PERSON
Daniel,PERSON
Fraiser,PERSON
O'Neill,PERSON
Carter,PERSON
Carter,PERSON
"CARTER 
Main",ORG
HAMMOND,PERSON
O'Neill,PERSON
"DANIEL 
Sir",PERSON
O'Neill,PERSON
"CARTER 
Sir",PERSON
O'Neill,PERSON
Teal'c,ORG
O'Neill,GPE
O'Neill,PERSON
Carter,PERSON
Stargates,NORP
"DANIEL 
Sam",PERSON
Gates,PERSON
days,DATE
Gate,FAC
a second,TIME
No Match with Abydos Cartouche,WORK_OF_ART
"CARTER 
Sir",PERSON
Stargates,PRODUCT
Abydos,ORG
HAMMOND,PERSON
Stargate,PRODUCT
O'Neill,GPE
Ernest,PERSON
O'Neill,PERSON
a few moments,TIME
"O'NEILL 
Eetium",ORG
"Sir. 
 INT—SGC—DANIEL JACKSON'S OFFICE",ORG
O'Neill,GPE
Carter,PERSON
O'Neill,PERSON
"DANIEL 
Jack",PERSON
Romans,NORP
first,ORDINAL
Latin,LANGUAGE
"DANIEL 
Roads",FAC
Gate,FAC
Stargate,PRODUCT
Jack,PERSON
Stargates,PRODUCT
Goa'uld,PRODUCT
Daniel,PERSON
DANIEL,PERSON
Jack,PERSON
"O'NEILL 
Ego",ORG
DANIEL,GPE
"DANIEL 
New",GPE
Daniel,PERSON
Muttering,GPE
O'Neill,PERSON
CARTER,PERSON
"CARTER 
Sir",PERSON
O'Neill,PERSON
Ten,CARDINAL
Ten,CARDINAL
ten,CARDINAL
O'Neill,PERSON
"CARTER 
Ten",PERSON
eight,CARDINAL
eight,CARDINAL
Daniel,PERSON
O'Neill,PERSON
Fraiser,ORG
Daniel,PERSON
O'Neill,PERSON
O'Neill,PERSON
DANIEL,PERSON
O'Neill,PERSON
INT—SGC,ORG
BRIEFING ROOM,ORG
"Hammond, Carter",ORG
O'Neill,GPE
Daniel and Teal'c,ORG
O'Neill,PERSON
"DANIEL 
P9Q-281",FAC
Gate,FAC
O'Neill,PERSON
Castleman,PERSON
SG-1,ORG
DANIEL,GPE
Jack,PERSON
HAMMOND,PERSON
DANIEL,GPE
Sam,PERSON
Teal,PERSON
Jack,PERSON
Stargate,PRODUCT
Hammond,PERSON
Jack,PERSON
Gate,FAC
one,CARDINAL
Ernest,PERSON
O'Neill,PERSON
Jack,PERSON
Nodding,GPE
1600 hours,TIME
Stargate,PRODUCT
Carter,PERSON
Teal'c,PERSON
Castleman,PERSON
HAMMOND,ORG
P.A.,GPE
SG-1,PRODUCT
O'Neill,PERSON
Hammond,PERSON
DANIEL JACKSON'S,PERSON
Daniel,PERSON
O'Neill,PERSON
DANIEL,GPE
O'Neill,PERSON
O'Neill,PERSON
Daniel,PERSON
Daniel,PERSON
O'Neill,PERSON
Daniel,PERSON
Stargate,PRODUCT
DANIEL,GPE
Stargate,PRODUCT
O'Neill,PERSON
DANIEL,PERSON
O'Neill,PERSON
Hammond,PERSON
Simmons,PERSON
SG-1,ORG
Gate,FAC
Hammond,PERSON
Simmons,PERSON
SGC,ORG
Simmons,PERSON
Hammond,PERSON
"SIMMONS 
SG-1",PRODUCT
Stargate Command,ORG
Hammond,PERSON
Sir. Video,ORG
Carter,PERSON
HAMMOND,PERSON
Hammond,PERSON
Castleman,PERSON
DHD,ORG
second,ORDINAL
about half an hour ago,TIME
"CARTER 
Teal'c's",ORG
one hour,TIME
SGC,ORG
O'Neill,ORG
Daniel,PERSON
Fraiser,ORG
O'Neill,ORG
DANIEL,PERSON
O'Neill,PERSON
Daniel,PERSON
Fraiser,PERSON
one,CARDINAL
DANIEL,GPE
Sam,PERSON
Teal,PERSON
O'Neill,PERSON
O'Neill,PERSON
Fraiser,ORG
Daniel,PERSON
O'Neill,PERSON
INT—SGC,ORG
BRIEFING ROOM,ORG
Sgt Siler,PERSON
Hammond,PERSON
Mylar,PRODUCT
10-20 degrees,QUANTITY
DANIEL,PERSON
Carter,PERSON
DHD,ORG
Antarctica,LOC
Daniel,PERSON
one,CARDINAL
two,CARDINAL
Daniel,PERSON
Hammond,PERSON
INT—SGC,ORG
CONTROL ROOM,PRODUCT
Carter,PERSON
one,CARDINAL
"CARTER 
Manual",ORG
DHD,PERSON
Simmons,PERSON
over 200 degrees Fahrenheit,QUANTITY
less than four hours,TIME
"CARTER 
General",PERSON
the end of the day,TIME
Daniel,PERSON
Hammond,PERSON
O'Neill,ORG
Fraiser,ORG
Daniel,PERSON
DANIEL,PERSON
O'Neill,ORG
DANIEL,PERSON
O'Neill,PERSON
DANIEL,GPE
Daniel,PERSON
O'Neill,PERSON
Fraiser,PERSON
Daniel,PERSON
INT—SGC—DANIEL JACKSON'S OFFICE,ORG
Daniel,PERSON
DANIEL,PERSON
Daniel,PERSON
"DANIEL 
Sam, Teal'c",ORG
SG-1,FAC
P9Q-281,FAC
DHD,ORG
Gate,FAC
Daniel,PERSON
O'Neill,PERSON
DANIEL,PERSON
O'Neill,PERSON
Daniel,PERSON
Fraiser,PERSON
O'Neill,PERSON
"DANIEL 
 (Reading O'Neill's",ORG
INT—SGC,ORG
Hammond,PERSON
Stargate,PRODUCT
Siler,PERSON
DHD,PRODUCT
Daniel,PERSON
O'Neill,PERSON
Fraiser,PERSON
O'Neill,PERSON
O'Neill,PERSON
DANIEL,PERSON
first,ORDINAL
DANIEL,PERSON
Daniel,PERSON
O'Neill,PERSON
one,CARDINAL
INT—SGC,ORG
CONTROL ROOM,ORG
"Hammond, Daniel, O'Neill",ORG
Fraiser,ORG
Simmons,PERSON
DHD,ORG
Stargate,PRODUCT
Stargate,PRODUCT
Gate,FAC
Hammond,PERSON
Carter,PERSON
CARTER,PERSON
Hammond,PERSON
O'Neill,PERSON
"CARTER 
Colonel",PERSON
O'Neill,PERSON
O'Neill,PERSON
O'Neill,PERSON
Carter,PERSON
INT—SGC—INFIRMARY,ORG
Daniel and Teal'c,ORG
O'Neill,ORG
O'Neill,PERSON
Carter,PERSON
Jack,PERSON
O'Neill,GPE
O'Neill,PERSON
Daniel,PERSON
PA,GPE
Carter,PERSON
Carter,PERSON
Carter,PERSON
INT—SGC,ORG
CONTROL ROOM,ORG
Carter,PERSON
Hammond,PERSON
SG-11,PRODUCT
Stargate,PRODUCT
O'Neill,PERSON
Gate,FAC
Simmons,PERSON
Carter,PERSON
Stargate,PRODUCT
O'Neill,PERSON
Daniel,PERSON
Teal,PERSON
O'Neill,PERSON
the Gate as Teal'c,WORK_OF_ART
Daniel,PERSON
O'Neill,PERSON
Daniel Jackson,PERSON
a minute,TIME
Jack,PERSON
"O'NEILL 
Euge",ORG
O'Neill,ORG
O'Neill,ORG
"DANIEL 
Jack",PERSON
Euge,PERSON
O'Neill,PERSON
one,CARDINAL
INT—SGC,ORG
Carter,ORG
Hammond,GPE
Stargate,PRODUCT
ten,CARDINAL
Hammond,PERSON
Sergeant Siler,PERSON
Stargate,PRODUCT
Hammond,PERSON
"CARTER 
The Gate",FAC
SF,ORG
INT—SGC,ORG
Chevrons,ORG
"SIMMONS 
Chevron",ORG
five,CARDINAL
Daniel,PERSON
O'Neill,PERSON
Teal,PERSON
DANIEL,ORG
Jack,PERSON
"CARTER 
Well",PERSON
Gate,PERSON
HAMMOND,PERSON
Doctor Jackson,PERSON
Carter,PERSON
Siler,PERSON
"SIMMONS 
Chevron",ORG
six,CARDINAL
Jack,PERSON
"SIMMONS 
Chevron",ORG
seven,CARDINAL
seventh,ORDINAL
Earth,LOC
8,CARDINAL
seventh,ORDINAL
O'Neill,GPE
Stargate,PRODUCT
"DANIEL 
General",PERSON
Jack,PERSON
HAMMOND,PERSON
Daniel,PERSON
O'Neill,PERSON
DANIEL,GPE
Jack,PERSON
Stargate,PRODUCT
"SIMMONS 
Chevron",ORG
eight,CARDINAL
Stargate,PRODUCT
"SIMMONS 
 Wormhole",ORG
Carter,PERSON
Stargates,ORG
O'Neill,ORG
Stargate,PRODUCT
DANIEL,PERSON
Gate,FAC
Stargate,PRODUCT
six,CARDINAL
seventh,ORDINAL
O'Neill,ORG
Hammond and Hammond,ORG
O'Neill,ORG
HAMMOND,PERSON
Daniel,PERSON
O'Neill,PERSON
O'Neill,PERSON
Hammond,PERSON
Daniel,PERSON
O'Neill,GPE
DANIEL,PERSON
Hammond,PERSON
O'Neill,PERSON
Daniel,PERSON
Hammond,PERSON
Teal,PERSON
O'Neill,GPE
Daniel,PERSON
Hammond,PERSON
Teal,PERSON
O'Neill,PERSON
Stargate,PRODUCT
Teal,PERSON
O'Neill,PERSON
Teal,PERSON
Teal,PERSON
O'Neill,GPE
Daniel,PERSON
Carter,PERSON
HAMMOND,PERSON
Daniel,PERSON
Hammond,PERSON
O'Neill,PERSON
"DANIEL 
Jack",PERSON
O'Neill,PERSON
Daniel,PERSON
"WORMHOLE TRAVEL SHOT 
 INT—SGC",ORG
Simmons,PERSON
Carter,PERSON
"Hammond, Daniel and Teal'c",ORG
"SIMMONS 
Traveler",PRODUCT
"""Tracking Lost""",WORK_OF_ART
Simmons,PERSON
Carter,PERSON
Hammond,PERSON
Stargate,PRODUCT
WORMHOLE TRAVEL,ORG
O'Neill,GPE
"O'NEILL 
Arrgh",PERSON
O'Neill,PERSON
Stargate,PRODUCT
O'Neill,PERSON
two,CARDINAL
Asgard,PERSON
two,CARDINAL
Asgard,LOC
